Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,13,1,1,129.9446482768372,1,19,19,7,3,111.23200440758619,1,0,0,1,1,0,21,0,0,5,8,3,7.803145937508157,0,0,5,10,4,9.036733302827042,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,53,1,8,1,42,99.94464827683719,1,1,19,9,9,105.43200440758619,0,0,0,1,1,1,23,0,0,6,7,5,10.803145937508157,0,0,6,7,6,10.8938761599699,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,39,1,4,0,38,123.04464827683718,1,38,37,4,8,86.73200440758619,0,0,0,1,1,0,29,0,0,6,11,6,9.803145937508157,0,0,6,6,6,12.036733302827042,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,1,1,6,1,1,118.94464827683719,1,1,1,9,9,111.23200440758619,0,0,0,1,1,0,20,0,0,8,8,7,12.831717366079586,0,0,8,8,7,13.06530473139847,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Graduate
1,1,1,7,1,1,105.94464827683719,1,1,19,5,9,102.33200440758618,0,0,0,1,1,0,18,0,0,6,8,6,9.803145937508157,0,0,6,7,6,9.751019017112753,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,1,1,3,1,1,119.94464827683719,1,1,38,3,5,119.83200440758618,1,0,0,1,1,0,19,0,0,6,8,5,9.803145937508157,0,0,6,8,5,10.43673330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,7,1,12,1,3,119.94464827683719,1,1,37,4,8,121.23200440758619,0,0,0,0,1,0,23,0,3,7,7,3,11.469812604174823,0,3,8,8,3,9.370066636160374,4,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,1,1,0,1,1,105.94464827683719,1,38,1,5,1,102.33200440758618,0,0,0,1,1,0,21,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Dropout
1,17,1,13,1,1,125.94464827683719,1,1,1,9,3,113.93200440758619,1,0,0,1,1,0,18,0,0,5,6,5,9.803145937508157,0,0,5,7,4,10.536733302827042,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Enrolled
1,1,1,0,1,1,136.9446482768372,1,37,19,7,7,125.6320044075862,1,0,0,1,1,1,18,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,5,2,1,1,106.94464827683719,1,19,37,5,5,122.23200440758619,1,0,1,0,1,0,21,0,0,6,6,1,11.803145937508157,0,0,6,7,0,-1.9632666971729593,7,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,51,1,7,1,1,130.9446482768372,1,1,1,5,9,116.23200440758619,0,0,0,1,1,0,22,0,0,6,6,0,-2.1968540624918433,0,0,6,7,0,-1.9632666971729593,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,18,1,12,1,1,123.04464827683718,1,3,19,2,8,97.23200440758619,1,0,0,1,1,0,21,0,0,7,8,7,10.178145937508157,0,0,7,11,5,10.620066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,39,1,6,1,1,123.04464827683718,1,38,19,9,9,119.23200440758619,1,0,0,0,1,0,32,0,0,7,0,0,-2.1968540624918433,0,0,8,0,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,7,1,14,1,3,109.94464827683719,1,1,19,4,1,111.23200440758619,1,0,0,1,1,0,27,0,14,18,21,18,9.224198569087106,0,10,13,16,13,9.113656379750118,1,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,1,1,6,1,1,137.9446482768372,1,19,38,9,8,126.0320044075862,1,0,0,1,1,0,18,0,0,7,7,6,11.153145937508157,0,0,7,7,6,11.38673330282704,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,39,1,2,1,1,119.94464827683719,1,1,1,5,3,103.23200440758619,1,0,0,1,1,1,24,0,0,6,6,6,12.803145937508157,0,0,6,6,2,14.036733302827042,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,1,1,11,1,1,109.94464827683719,1,19,37,1,9,107.33200440758618,1,0,0,1,1,0,22,0,0,5,9,2,8.303145937508157,0,0,5,5,0,-1.9632666971729593,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,43,1,11,1,1,109.94464827683719,1,2,3,3,2,111.23200440758619,1,0,0,0,1,0,22,0,0,6,0,0,-2.1968540624918433,0,0,4,6,0,-1.9632666971729593,2,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,1,3,13,1,1,122.94464827683719,1,37,37,9,5,110.93200440758619,1,0,0,1,1,0,19,0,0,5,8,5,11.053145937508157,0,0,5,6,5,9.870066636160374,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,17,6,16,1,1,118.94464827683719,1,37,13,4,90,108.33200440758618,1,0,0,1,1,0,19,0,0,5,10,0,-2.1968540624918433,0,0,5,5,0,-1.9632666971729593,0,3.25811245463568,1.711868490924585,0.3191326596897142,Dropout
1,1,2,10,1,1,107.94464827683719,1,1,19,3,3,103.6320044075862,1,0,0,1,1,0,21,0,0,5,7,4,9.303145937508157,0,0,5,15,3,8.63673330282704,4,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
1,1,2,6,1,1,129.9446482768372,1,1,1,2,7,122.23200440758619,1,0,0,1,0,1,18,0,0,8,8,8,11.684395937508157,0,0,8,8,8,11.91798330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,1,2,1,1,1,116.94464827683719,1,3,19,3,10,122.1320044075862,1,0,0,1,0,0,18,0,0,6,8,6,9.136479270841491,0,0,6,8,5,10.63673330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,1,1,0,1,1,120.94464827683719,1,19,19,9,9,126.1320044075862,1,0,1,1,0,0,20,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,17,1,7,1,1,121.94464827683719,1,1,19,4,9,118.33200440758618,1,0,0,1,0,0,19,0,0,6,7,6,10.660288794651015,0,0,6,7,6,11.703399969493706,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,17,5,3,1,1,102.94464827683719,1,38,38,191,175,101.43200440758619,1,0,1,1,0,0,19,0,0,6,6,5,9.403145937508157,0,0,6,6,6,10.536733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,17,1,1,1,1,104.94464827683719,1,12,1,9,3,99.93200440758619,1,0,0,1,0,1,18,0,0,6,9,5,9.203145937508157,0,0,6,6,6,9.370066636160374,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,11,1,1,123.04464827683718,1,1,1,3,9,129.2320044075862,1,0,0,1,0,0,20,0,0,6,11,6,11.136479270841491,0,0,6,10,6,11.036733302827042,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Enrolled
1,44,1,2,1,39,139.9446482768372,1,12,37,3,9,138.9320044075862,0,0,1,1,0,1,22,0,2,7,7,7,11.374574508936728,0,5,9,9,9,11.81451108060482,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
2,39,1,12,1,19,123.04464827683718,1,37,38,9,9,114.23200440758619,0,0,0,1,0,0,31,0,0,7,13,6,9.636479270841491,0,0,7,8,7,10.26530473139847,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,17,1,9,1,1,130.9446482768372,1,19,19,9,8,134.03200440758621,0,0,0,1,0,1,19,0,0,7,7,7,12.231717366079586,0,0,7,7,7,12.179590445684184,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
1,1,2,0,1,1,129.9446482768372,1,1,3,3,3,129.53200440758621,1,0,0,1,0,0,18,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Enrolled
1,1,2,1,1,1,125.94464827683719,1,38,38,9,7,116.43200440758619,1,0,0,1,0,1,18,0,0,6,8,6,10.088860223222444,0,0,6,9,5,10.43673330282704,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,1,10,1,1,129.9446482768372,1,12,1,1,90,133.03200440758621,0,0,0,1,0,0,21,0,0,5,7,5,12.203145937508157,0,0,5,5,5,11.836733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,17,5,6,1,1,132.9446482768372,1,38,1,9,7,121.83200440758618,1,0,0,1,0,1,18,0,0,7,8,7,10.953145937508157,0,0,8,9,8,13.10548330282704,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,44,1,13,1,39,119.94464827683719,22,2,37,2,8,121.23200440758619,0,0,1,0,1,0,25,1,0,5,6,0,-2.1968540624918433,0,0,5,5,0,-1.9632666971729593,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Dropout
1,15,1,16,1,1,123.04464827683718,41,1,3,5,8,91.23200440758619,0,0,1,1,1,0,21,1,0,5,5,0,-2.1968540624918433,0,0,6,8,0,-1.9632666971729593,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,18,2,6,1,1,118.94464827683719,1,38,37,5,5,110.23200440758619,1,0,0,1,0,1,19,0,0,8,8,7,10.1460030803653,0,0,8,8,7,10.379590445684183,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,2,3,1,1,121.94464827683719,1,38,1,9,9,115.53200440758619,1,0,0,1,0,0,19,0,0,6,6,5,10.003145937508156,0,0,6,7,5,8.836733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
1,17,1,1,1,1,107.94464827683719,1,11,34,5,0,113.43200440758619,1,0,0,1,0,0,22,0,0,6,10,4,8.303145937508157,0,0,6,14,1,9.036733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Dropout
1,15,1,13,1,1,139.9446482768372,1,38,1,9,1,141.2320044075862,0,0,0,1,1,0,19,0,0,5,5,5,8.403145937508157,0,0,5,8,5,9.63673330282704,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,39,1,4,0,19,123.04464827683718,1,37,37,9,5,126.73200440758619,0,0,0,1,0,0,58,0,0,6,6,0,-2.1968540624918433,0,0,6,6,0,-1.9632666971729593,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,16,2,7,1,1,111.94464827683719,1,19,37,9,7,118.53200440758619,1,0,0,1,0,1,19,0,0,6,8,4,9.053145937508157,0,0,6,6,6,10.036733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,43,1,8,1,1,116.94464827683719,22,37,37,9,9,118.23200440758619,1,0,0,1,1,0,23,1,3,9,11,6,8.303145937508157,0,4,10,10,10,9.73673330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,1,2,3,1,1,111.94464827683719,1,37,37,9,9,118.1320044075862,1,0,0,1,0,1,19,0,0,6,11,4,8.803145937508157,0,0,6,11,3,9.703399969493706,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Enrolled
1,18,3,6,1,1,120.94464827683719,1,19,1,4,7,118.73200440758619,1,0,0,1,0,0,18,0,0,7,7,7,11.260288794651013,0,0,8,8,8,12.54923330282704,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,1,2,10,1,1,119.94464827683719,1,19,19,90,90,113.23200440758619,0,0,0,1,0,0,20,0,0,5,6,5,10.403145937508157,0,0,5,8,4,10.370066636160374,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,17,5,10,1,1,119.94464827683719,1,19,19,90,7,107.03200440758619,0,0,0,0,0,0,18,0,0,6,0,0,-2.1968540624918433,0,0,6,0,0,-1.9632666971729593,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,17,1,8,1,1,119.94464827683719,1,3,19,5,5,112.83200440758618,0,0,0,1,0,0,18,0,0,6,6,6,11.469812604174823,0,0,6,8,5,11.63673330282704,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,17,4,13,1,1,111.94464827683719,1,19,19,5,7,107.6320044075862,1,0,1,1,0,1,18,0,0,5,5,5,9.403145937508157,0,0,5,5,5,9.836733302827042,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,39,1,11,1,1,103.94464827683719,1,38,38,9,10,111.23200440758619,0,0,0,1,0,0,24,0,0,6,9,6,10.374574508936728,0,0,6,10,5,10.870066636160374,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,17,4,9,1,1,132.9446482768372,1,37,37,9,5,118.53200440758619,1,0,0,1,0,0,18,0,0,6,7,5,9.603145937508158,0,0,6,7,5,9.43673330282704,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,1,3,13,1,1,116.94464827683719,1,1,38,5,7,114.73200440758619,1,0,0,1,0,1,19,0,0,5,5,5,9.403145937508157,0,0,5,11,3,10.703399969493706,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Enrolled
1,17,3,7,1,1,130.9446482768372,1,19,38,9,7,116.83200440758618,1,0,0,1,0,1,19,0,0,6,8,6,9.136479270841491,0,0,6,6,6,9.870066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,1,1,1,1,118.94464827683719,1,38,38,6,6,109.73200440758619,1,0,0,1,0,0,18,0,0,6,6,6,8.469812604174823,0,0,6,6,6,9.536733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,1,2,11,1,1,129.9446482768372,1,19,37,9,9,120.73200440758619,1,0,0,1,0,0,18,0,0,5,10,4,11.303145937508157,1,0,5,5,5,11.43673330282704,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
1,1,1,0,1,1,126.94464827683719,1,19,19,5,5,125.83200440758618,1,0,0,1,0,1,19,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,44,1,10,1,1,129.9446482768372,1,4,4,2,6,131.2320044075862,0,0,0,1,0,0,22,0,2,6,9,6,11.136479270841491,0,1,6,9,4,9.536733302827042,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,1,1,1,1,1,132.9446482768372,1,2,37,1,1,124.43200440758618,1,0,0,1,0,0,19,0,0,6,9,5,11.203145937508157,0,0,6,16,2,11.536733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
3,17,1,7,1,1,127.94464827683719,1,37,37,9,9,124.73200440758619,1,0,0,1,0,1,21,0,0,6,8,3,8.003145937508156,0,0,6,13,4,10.286733302827042,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
1,17,1,3,1,1,109.94464827683719,1,19,38,9,7,109.1320044075862,1,0,0,1,0,1,21,0,0,6,6,5,10.803145937508157,0,0,6,7,6,10.870066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,3,6,1,1,133.9446482768372,1,38,38,5,7,119.23200440758619,1,0,0,1,0,1,18,0,0,8,11,7,10.711717366079586,0,0,8,11,7,10.945304731398469,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,5,9,1,1,112.94464827683719,1,1,12,4,9,104.43200440758619,1,0,0,1,0,0,20,0,0,6,12,4,9.803145937508157,0,0,6,11,1,8.036733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,1,3,1,1,1,118.94464827683719,1,37,38,7,7,113.23200440758619,1,0,0,1,0,1,18,0,0,6,9,6,8.636479270841491,0,0,6,8,5,9.036733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,16,3,2,1,1,141.9446482768372,1,1,38,4,8,148.1320044075862,1,0,0,1,0,0,19,0,0,6,6,6,13.136479270841491,0,0,6,9,6,13.870066636160374,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Graduate
1,1,2,6,1,1,119.94464827683719,1,1,38,9,9,116.33200440758618,1,0,0,1,0,1,18,0,0,7,9,6,10.619812604174825,0,0,8,11,6,10.911733302827042,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Enrolled
1,15,1,13,1,1,123.04464827683718,41,41,1,3,4,91.23200440758619,0,0,1,0,1,0,26,1,6,7,7,6,10.803145937508157,0,2,6,6,2,12.036733302827042,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,15,1,16,1,1,149.9446482768372,32,1,3,143,152,151.2320044075862,0,0,1,1,0,0,19,1,0,6,11,2,11.303145937508157,1,0,5,11,2,9.036733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Enrolled
2,39,1,4,0,1,129.9446482768372,1,37,37,9,9,92.23200440758619,0,0,0,1,0,0,35,0,0,6,7,6,10.303145937508157,0,0,6,6,6,10.203399969493706,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,18,1,8,1,1,122.94464827683719,1,1,1,9,9,112.73200440758619,1,0,0,1,0,1,19,0,0,6,7,6,10.803145937508157,0,0,6,6,6,12.370066636160374,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,10,1,1,127.94464827683719,1,38,37,9,6,118.03200440758619,1,0,0,1,1,0,18,0,0,5,6,4,9.553145937508157,0,0,5,10,5,10.608161874255611,1,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,5,8,1,1,131.9446482768372,1,19,19,7,3,124.1320044075862,0,0,0,1,1,0,19,0,0,5,5,4,10.303145937508157,0,0,5,5,4,12.286733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,1,1,0,1,1,104.94464827683719,1,1,1,9,9,125.5320044075862,1,0,0,1,1,0,25,0,16,17,19,17,9.414257048619268,0,14,17,22,17,10.092288858382595,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,17,6,1,1,1,114.94464827683719,1,1,1,4,3,111.73200440758619,1,0,0,1,1,0,18,0,0,6,6,6,11.803145937508157,0,0,6,6,6,12.703399969493706,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,17,1,14,1,1,159.9446482768372,1,1,4,9,5,135.3320044075862,1,0,1,0,1,0,26,0,0,6,8,0,-2.1968540624918433,0,0,6,10,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,43,1,5,0,1,129.9446482768372,1,1,1,6,6,91.23200440758619,0,0,0,1,1,0,34,0,0,5,5,5,11.603145937508158,0,0,5,6,5,11.870066636160374,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,1,2,1,1,1,99.94464827683719,1,4,19,4,3,106.03200440758619,1,0,0,0,1,0,18,0,0,5,6,0,-2.1968540624918433,0,0,5,5,0,-1.9632666971729593,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,1,1,0,1,1,103.94464827683719,1,3,29,3,5,103.1320044075862,0,0,0,0,1,0,18,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,17,3,16,1,1,127.94464827683719,1,1,19,4,3,116.6320044075862,1,0,0,1,1,1,18,0,0,5,9,4,10.053145937508157,0,0,5,9,3,10.370066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Dropout
1,44,1,14,1,39,129.9446482768372,1,37,37,9,4,131.2320044075862,0,0,0,1,1,0,20,0,0,6,12,3,9.303145937508157,0,0,6,12,3,11.703399969493706,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,44,1,2,1,39,129.9446482768372,1,1,19,4,4,131.2320044075862,0,0,0,1,1,0,25,0,2,7,9,6,10.374574508936728,0,5,9,9,9,10.592288858382595,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
1,17,1,11,1,1,121.94464827683719,1,2,1,4,1,119.03200440758619,0,0,0,1,1,0,18,0,0,6,9,6,9.803145937508157,0,0,6,10,5,10.203399969493706,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,1,1,14,1,1,137.9446482768372,1,19,37,9,9,122.83200440758618,1,0,0,1,1,0,19,0,8,12,17,11,9.803145937508157,2,4,12,21,12,10.344425610519348,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,1,1,0,1,1,121.94464827683719,1,1,1,4,1,110.6320044075862,1,0,0,1,1,0,20,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,18,2,7,1,1,115.94464827683719,1,19,37,5,7,121.1320044075862,1,0,0,1,1,1,20,0,1,7,9,6,9.803145937508157,0,2,6,6,6,9.203399969493706,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,1,16,1,1,110.94464827683719,1,3,1,2,3,105.23200440758619,0,0,0,1,1,0,20,0,0,5,9,4,9.403145937508157,0,0,5,7,4,10.286733302827042,2,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,1,2,13,1,1,109.94464827683719,1,1,37,4,9,104.6320044075862,1,0,0,1,1,1,19,0,0,5,5,0,-2.1968540624918433,0,0,5,5,0,-1.9632666971729593,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,1,1,13,1,1,112.94464827683719,1,1,19,4,5,109.03200440758619,0,0,0,1,1,0,20,0,0,5,9,5,9.803145937508157,0,0,5,9,4,11.036733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Enrolled
1,1,6,6,1,1,111.94464827683719,1,1,1,3,7,105.53200440758619,1,0,0,1,1,0,18,0,0,7,8,6,11.779812604174825,0,0,8,12,6,10.078399969493706,1,6.75811245463568,-0.2881315090754152,2.0191326596897143,Enrolled
1,1,1,8,1,1,125.94464827683719,1,2,38,143,163,120.93200440758618,1,0,0,1,1,0,19,0,0,6,10,4,10.303145937508157,0,0,6,12,1,8.036733302827042,3,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Enrolled
1,18,1,13,1,1,108.94464827683719,1,37,37,7,7,103.23200440758619,1,0,0,0,1,0,20,0,0,5,5,0,-2.1968540624918433,0,0,5,0,0,-1.9632666971729593,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,39,1,8,1,1,109.94464827683719,1,38,37,7,7,131.2320044075862,0,0,0,1,1,0,24,0,0,6,15,4,8.303145937508157,0,0,6,16,4,10.536733302827042,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Dropout
1,44,1,14,1,39,139.9446482768372,1,38,38,9,8,141.2320044075862,1,0,0,1,1,0,20,0,0,6,8,5,10.660288794651015,0,0,6,11,6,10.336733302827042,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
1,1,3,8,1,1,110.94464827683719,1,3,19,2,8,113.6320044075862,1,0,0,1,1,0,19,0,0,5,7,3,9.469812604174823,0,0,5,5,4,10.036733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Enrolled
1,51,1,16,1,1,129.9446482768372,1,1,19,4,4,141.2320044075862,0,0,0,1,1,0,23,0,0,5,7,2,10.803145937508157,0,0,5,11,1,8.036733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Dropout
1,17,2,1,1,1,124.94464827683719,1,19,19,4,3,126.23200440758619,1,0,0,1,1,0,20,0,0,6,8,6,9.636479270841491,0,0,6,9,5,8.43673330282704,0,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,43,4,4,0,1,105.94464827683719,1,34,34,0,0,107.43200440758619,0,0,0,1,1,0,21,0,9,11,11,11,10.257691392053614,0,3,11,17,8,10.786733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,17,2,16,1,1,109.94464827683719,1,10,12,9,9,111.6320044075862,1,0,0,1,1,0,20,0,0,5,6,3,8.803145937508157,0,0,5,6,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
2,17,5,16,1,1,115.94464827683719,1,37,38,4,4,114.1320044075862,1,0,0,1,1,0,21,0,0,5,10,4,11.003145937508156,0,0,5,7,4,12.286733302827042,2,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,1,1,3,1,1,159.9446482768372,1,1,19,9,7,146.2320044075862,0,0,0,1,1,1,18,0,0,6,6,6,13.303145937508157,0,0,6,6,6,12.203399969493706,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,1,3,1,1,1,112.94464827683719,1,1,1,4,3,114.6320044075862,1,0,0,1,1,0,18,0,0,6,8,6,10.136479270841491,0,0,6,6,6,11.703399969493706,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,17,1,13,1,1,109.94464827683719,1,3,38,3,7,115.43200440758619,1,0,0,1,1,0,18,0,0,5,13,5,9.803145937508157,0,0,5,9,4,9.43673330282704,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Enrolled
1,44,1,14,1,39,119.94464827683719,1,3,3,7,1,121.23200440758619,1,0,0,1,1,0,20,0,0,6,12,4,9.403145937508157,0,0,6,11,5,9.536733302827042,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Enrolled
1,17,1,3,1,1,119.94464827683719,1,19,38,4,9,117.43200440758619,0,0,0,1,1,1,18,0,0,6,7,6,9.136479270841491,0,0,6,8,6,10.322447588541326,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
1,17,1,3,1,1,106.94464827683719,1,37,37,0,4,111.73200440758619,1,0,0,1,1,0,19,0,0,6,12,0,-2.1968540624918433,1,0,6,0,0,-1.9632666971729593,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,17,1,16,1,1,120.94464827683719,1,1,3,9,10,114.93200440758619,1,0,0,1,1,0,20,0,0,5,7,4,9.803145937508157,0,0,5,8,2,10.536733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
1,17,1,11,1,1,119.94464827683719,1,19,38,4,7,113.73200440758619,0,0,0,1,1,0,19,0,0,5,11,4,9.803145937508157,1,0,5,9,5,10.63673330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,39,1,5,0,1,122.94464827683719,1,37,37,9,5,130.4320044075862,1,0,1,1,1,0,33,0,0,5,11,2,10.303145937508157,0,0,5,9,2,9.536733302827042,1,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,51,1,0,1,1,117.94464827683719,1,2,1,3,3,122.43200440758618,1,0,0,1,1,0,21,0,6,12,12,12,11.469812604174823,0,4,11,16,11,11.036733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
2,39,1,14,1,1,123.04464827683718,1,1,19,4,4,111.23200440758619,0,0,1,0,1,0,25,0,0,6,17,2,12.303145937508157,2,0,6,13,0,-1.9632666971729593,1,11.158112454635681,1.9118684909245847,-4.060867340310286,Dropout
